0,1,2
2445,0,0
2446,0,0
2451,1,0
2452,0,0
2453,0,0
2457,0,0
2458,0,0
2459,0,0
2460,0,0
2461,0,0
2462,1,0
2464,1,0
2465,0,0
2466,0,0
2467,3,0
2468,0,0
2472,0,0
2474,0,0
2476,0,0
2478,1,0
2481,0,0
2482,0,0
2492,0,0
2493,0,0
2494,1,0
2532,0,0
2534,0,0
2535,0,0
2536,0,0
2537,0,0
2538,0,0
2539,0,0
2540,0,0
2542,0,0
2543,0,0
2553,0,0
2554,0,0
2556,0,0
2557,0,0
2558,0,0
2559,0,0
2561,0,0
2562,0,0
2563,0,0
2564,0,0
2568,0,0
2571,0,0
2575,0,0
2576,0,0
2584,0,0
2601,1,0
2630,0,0
2631,0,0
2632,0,0
2633,0,0
2635,0,0
2637,0,0
2638,0,0
2639,0,0
2641,0,0
2642,0,0
2643,0,0
2644,0,0
2645,1,0
2646,0,0
2647,0,0
2648,0,0
2649,2,0
2650,0,0
2651,0,0
2652,0,0
2653,1,0
2655,0,0
2657,0,0
2659,0,0
2660,0,0
2663,0,0
2664,0,0
2666,0,0
2667,0,0
2668,0,0
2669,0,0
2670,0,0
2671,0,0
2672,0,0
2673,0,0
2675,0,0
2702,0,0
2703,0,0
2713,0,0
2715,0,0
2717,0,0
2718,0,0
2719,0,0
2720,0,0
2721,0,0
2723,0,0
2724,0,0
2725,0,0
2726,0,0
2738,0,0
2739,0,0
2740,0,0
2743,0,0
2744,0,0
2745,0,0
2746,0,0
2747,1,0
2748,0,0
2760,3,0
2762,0,0
2763,0,0
2764,0,0
2766,0,0
2767,0,0
2769,0,0
2770,0,0
2771,1,0
2777,1,0
2779,0,0
2780,0,0
2790,0,0
2791,0,0
2802,0,0
2804,0,0
2806,0,0
2807,0,0
2808,0,0
2809,0,0
2812,0,0
2813,0,0
2814,0,0
2815,0,0
2816,0,0
2817,0,0
2818,0,0
2822,0,0
2825,0,0
2826,0,0
2827,0,0
2828,0,0
2830,0,0
2831,0,0
2832,0,0
2833,0,0
2835,0,0
2836,0,0
2837,0,0
2838,0,0
2839,0,0
2840,0,0
2841,0,0
2842,0,0
2852,0,0
2857,0,0
2858,0,0
2859,0,0
2860,0,0
2861,0,0
2863,0,0
2864,0,0
2865,0,0
2871,0,0
2872,0,0
2873,0,0
2874,0,0
2875,0,0
2876,0,0
2878,0,0
2879,0,0
2881,0,0
2882,0,0
2885,0,0
2886,0,0
2888,0,0
2889,0,0
2891,0,0
2892,0,0
2893,0,0
2894,0,0
2895,0,0
2896,0,0
2898,0,0
2903,2,0
2904,1,0
2905,0,0
2906,0,0
2907,0,0
2908,0,0
2909,0,0
2910,0,0
2911,0,0
2912,0,0
2914,0,0
2915,0,0
2916,0,0
2917,0,0
2919,0,0
2920,0,0
2921,0,0
3031,0,0
3032,0,0
3033,0,0
3034,0,0
3036,0,0
3037,0,0
3038,0,0
3042,0,0
3043,0,0
3044,0,0
3045,0,0
3046,0,0
3047,0,0
3048,0,0
3049,0,0
3051,0,0
3052,0,0
3053,1,0
3054,1,0
3055,0,0
3057,0,0
3060,2,0
3062,0,0
3063,0,0
3064,0,0
3070,0,0
3071,0,0
3076,0,0
3077,0,0
3079,2,0
3082,0,0
3084,0,0
3086,0,0
3087,0,0
3101,0,0
3102,0,0
3103,1,0
3104,0,0
3106,0,0
3109,0,0
3110,0,0
3215,0,0
3216,0,0
3217,0,0
3218,0,0
3220,0,0
3221,0,0
3222,0,0
3223,0,0
3224,0,0
3225,0,0
3226,0,0
3227,0,0
3229,0,0
3230,0,0
3231,0,0
3233,0,0
3234,0,0
3235,0,0
3237,0,0
3238,0,0
3240,0,0
3241,0,0
3242,0,0
3243,0,0
3244,0,0
3245,0,0
3246,0,0
3249,0,0
3251,0,0
3253,0,0
3254,0,0
3255,0,0
3256,0,0
3257,0,0
3258,0,0
3259,0,0
3260,0,0
3261,0,0
3262,0,0
3263,0,0
3264,0,0
3266,0,0
3268,0,0
3269,0,0
3273,0,0
3275,0,0
3276,0,0
3278,0,0
3279,0,0
3280,0,0
3281,0,0
3282,0,0
3284,0,0
3285,0,0
3287,0,0
3290,0,0
3291,0,0
3293,0,0
3301,0,0
3303,0,0
3304,0,0
3307,0,0
3431,0,0
3440,0,0
3441,0,0
3442,0,0
3443,0,0
3444,0,0
3445,0,0
3446,0,0
3447,0,0
3448,0,0
3449,0,0
3450,0,0
3451,0,0
3452,0,0
3455,0,0
3456,0,0
3457,0,0
3458,0,0
3461,0,0
3462,0,0
3464,0,0
3465,0,0
3466,0,0
3467,0,0
3470,0,0
3561,0,0
3570,0,0
3574,0,0
3575,0,0
3576,0,0
3579,0,0
3580,0,0
3581,0,0
3582,0,0
3583,0,0
3584,0,0
3585,0,0
3586,0,0
3588,0,0
3590,0,0
3592,0,0
3593,0,0
3595,0,0
3597,0,0
3598,0,0
3601,0,0
3602,0,0
3603,0,0
3604,0,0
3605,0,0
3607,0,0
3608,0,0
3609,0,0
3740,0,0
3741,0,0
3743,0,0
3745,0,0
3746,0,0
3748,0,0
3750,0,0
3751,0,0
3752,0,0
3753,0,0
3754,0,0
3755,1,0
3765,0,0
3766,0,0
3768,0,0
3770,0,0
3771,0,0
3773,0,0
3774,0,0
3777,0,0
3779,0,0
3780,0,0
3781,0,0
3782,0,0
3784,0,0
3785,0,0
3801,0,0
3809,0,0
3810,0,0
3811,0,0
3812,0,0
3813,0,0
3814,0,0
3816,0,0
3817,0,0
3818,0,0
3819,0,0
3820,0,0
3823,0,0
3824,0,0
3825,0,0
3826,0,0
3827,0,0
3830,0,0
3832,0,0
3833,0,0
3835,0,0
3836,0,0
3837,0,0
3838,0,0
3839,0,0
3840,0,0
3841,0,0
3842,0,0
3844,0,0
3845,0,0
3846,0,0
3847,0,0
3848,0,0
3849,0,0
3850,0,0
3851,0,0
3852,0,0
3853,0,0
3854,0,0
3855,0,0
3856,0,0
3857,0,0
3858,0,0
3860,0,0
3861,0,0
3862,0,0
3864,0,0
3865,0,0
3867,0,0
3868,0,0
3869,0,0
3870,0,0
3871,0,0
3872,0,0
3873,0,0
3874,0,0
3875,0,0
3878,0,0
3882,0,0
3883,0,0
3884,0,0
3885,0,0
3886,0,0
3887,0,0
3890,0,0
3894,0,0
3901,0,0
3902,0,0
3903,0,0
3904,1,0
3905,0,0
3906,0,0
3907,0,0
3908,0,0
3909,0,0
3910,0,0
3911,0,0
4001,0,0
4002,0,0
4003,0,0
4005,1,0
4006,0,0
4008,0,0
4009,0,0
4010,0,0
4011,1,0
4015,0,0
4017,0,0
4019,0,0
4020,0,0
4021,0,0
4022,0,0
4024,0,0
4027,0,0
4029,0,0
4030,0,0
4032,0,0
4037,0,0
4038,0,0
4039,0,0
4040,0,0
4041,0,0
4042,0,0
4043,0,0
4046,0,0
4047,0,0
4048,0,0
4049,0,0
4050,0,0
4051,0,0
4055,0,0
4056,0,0
4057,0,0
4061,0,0
4062,0,0
4063,0,0
4064,0,0
4066,0,0
4068,0,0
4069,0,0
4071,0,0
4072,0,0
4073,0,0
4074,1,0
4076,0,0
4079,0,0
4083,0,0
4084,0,0
4085,0,0
4086,0,0
4087,0,0
4088,0,0
4090,0,0
4091,0,0
4092,0,0
4093,0,0
4095,0,0
4096,0,0
4097,0,0
4101,1,0
4102,0,0
4103,0,0
4105,0,0
4106,3,0
4107,0,0
4108,0,0
4109,0,0
4110,0,0
4210,0,0
4216,0,0
4217,0,0
4219,0,0
4220,0,0
4221,0,0
4222,0,0
4224,0,0
4226,0,0
4227,0,0
4228,0,0
4231,0,0
4234,0,0
4236,0,0
4237,0,0
4238,0,0
4239,0,0
4240,0,0
4250,0,0
4252,0,0
4253,0,0
4254,0,0
4255,0,0
4256,0,0
4257,0,0
4258,0,0
4259,0,0
4260,0,0
4261,0,0
4263,0,0
4265,0,0
4267,0,0
4268,0,0
4270,0,0
4271,0,0
4274,0,0
4275,0,0
4276,0,0
4280,0,0
4281,0,0
4282,0,0
4284,0,0
4285,0,0
4286,0,0
4287,0,0
4289,0,0
4290,0,0
4292,0,0
4294,0,0
4330,1,0
4342,0,0
4343,0,0
4344,0,0
4345,0,0
4346,0,0
4347,0,0
4348,0,0
4349,0,0
4350,0,0
4351,0,0
4352,0,0
4353,0,0
4354,0,0
4355,0,0
4357,0,0
4358,0,0
4359,0,0
4360,0,0
4363,0,0
4364,0,0
4401,1,0
4406,0,0
4408,0,0
4410,0,0
4411,0,0
4412,0,0
4413,0,0
4414,0,0
4415,0,0
4416,0,0
4417,0,0
4418,0,0
4419,0,0
4421,0,0
4422,0,0
4424,0,0
4426,0,0
4427,0,0
4428,0,0
4429,0,0
4430,0,0
4431,0,0
4434,0,0
4435,0,0
4438,0,0
4441,0,0
4442,0,0
4443,0,0
4444,0,0
4448,0,0
4449,0,0
4450,0,0
4451,0,0
4453,0,0
4454,0,0
4455,0,0
4456,0,0
4457,0,0
4459,0,0
4460,0,0
4461,0,0
4462,0,0
4463,0,0
4464,0,0
4468,0,0
4469,0,0
4471,0,0
4472,0,0
4473,0,0
4474,0,0
4475,0,0
4476,0,0
4478,0,0
4479,0,0
4481,0,0
4485,0,0
4487,0,0
4488,0,0
4489,0,0
4490,0,0
4491,0,0
4492,0,0
4493,0,0
4495,0,0
4496,0,0
4497,0,0
4530,0,0
4535,0,0
4537,0,0
4538,0,0
4539,0,0
4541,0,0
4543,0,0
4544,0,0
4547,0,0
4548,0,0
4551,0,0
4553,0,0
4554,0,0
4555,0,0
4556,0,0
4558,0,0
4562,0,0
4563,0,0
4564,0,0
4568,0,0
4570,0,0
4571,0,0
4572,0,0
4573,0,0
4574,0,0
4575,0,0
4576,0,0
4578,0,0
4579,0,0
4605,0,0
4606,0,0
4607,0,0
4609,0,0
4611,0,0
4612,0,0
4613,0,0
4614,0,0
4616,0,0
4617,0,0
4619,0,0
4622,0,0
4623,0,0
4624,0,0
4625,0,0
4626,0,0
4627,0,0
4628,0,0
4629,0,0
4630,0,0
4631,0,0
4634,0,0
4635,0,0
4637,0,0
4640,0,0
4642,0,0
4643,0,0
4644,0,0
4645,0,0
4646,0,0
4648,0,0
4649,0,0
4650,0,0
4652,0,0
4653,0,0
4654,0,0
4655,0,0
4657,0,0
4658,0,0
4660,0,0
4662,0,0
4664,0,0
4666,0,0
4667,0,0
4668,0,0
4669,0,0
4671,0,0
4673,0,0
4674,0,0
4675,0,0
4676,0,0
4677,0,0
4679,0,0
4680,0,0
4681,0,0
4683,0,0
4684,0,0
4685,0,0
4686,0,0
4691,0,0
4693,0,0
4694,0,0
4730,0,0
4732,0,0
4733,0,0
4734,0,0
4735,0,0
4736,0,0
4739,0,0
4740,0,0
4741,0,0
4742,0,0
4743,0,0
4745,0,0
4746,0,0
4747,0,0
4750,0,0
4756,0,0
4757,0,0
4758,0,0
4760,0,0
4761,0,0
4762,0,0
4763,0,0
4764,0,0
4765,0,0
4766,0,0
4768,0,0
4769,0,0
4772,0,0
4773,0,0
4774,0,0
4776,0,0
4777,0,0
4779,0,0
4780,0,0
4781,0,0
4783,0,0
4785,0,0
4786,0,0
4787,0,0
4841,0,0
4843,0,0
4847,0,0
4848,0,0
4849,0,0
4851,0,0
4852,0,0
4853,0,0
4854,0,0
4855,0,0
4856,0,0
4858,0,0
4859,0,0
4860,0,0
4861,0,0
4862,0,0
4863,0,0
4864,0,0
4901,0,0
4910,0,0
4911,0,0
4912,0,0
4915,0,0
4917,0,0
4918,0,0
4920,0,0
4921,0,0
4922,0,0
4923,0,0
4924,0,0
4925,0,0
4926,0,0
4927,0,0
4928,0,0
4929,0,0
4930,0,0
4932,0,0
4933,0,0
4936,0,0
4937,0,0
4938,0,0
4939,0,0
4940,0,0
4941,0,0
4942,0,0
4943,0,0
4944,0,0
4945,0,0
4947,0,0
4949,0,0
4950,0,0
4951,0,0
4952,0,0
4953,0,0
4955,0,0
4956,0,0
4957,0,0
4958,0,0
4961,0,0
4962,0,0
4963,0,0
4964,0,0
4965,0,0
4966,0,0
4967,0,0
4969,0,0
4970,0,0
4971,0,0
4973,0,0
4974,0,0
4975,0,0
4976,0,0
4978,0,0
4979,0,0
4981,0,0
4982,0,0
4983,0,0
4984,0,0
4985,0,0
4986,0,0
4987,0,0
4988,0,0
4989,0,0
4992,0,0
5001,0,0
5031,0,0
5032,0,0
5033,0,0
5034,0,0
5035,0,0
5036,0,0
5037,0,0
5038,0,0
5039,0,0
5040,0,0
5041,0,0
5042,0,0
5043,0,0
5045,0,0
5046,0,0
5048,0,0
5050,0,0
5051,0,0
5052,0,0
5053,0,0
5055,0,0
5056,0,0
5058,0,0
5059,0,0
5060,0,0
5061,0,0
5062,0,0
5065,0,0
5067,0,0
5068,0,0
5069,0,0
5070,0,0
5071,0,0
5072,0,0
5075,0,0
5076,0,0
5077,0,0
5079,0,0
5081,0,0
5083,0,0
5084,0,0
5086,0,0
5089,0,0
5091,0,0
5101,0,0
5141,0,0
5142,0,0
5143,0,0
5146,0,0
5148,0,0
5149,0,0
5150,0,0
5151,0,0
5152,0,0
5153,0,0
5154,0,0
5155,0,0
5156,0,0
5158,0,0
5161,0,0
5201,1,0
5250,0,0
5251,0,0
5252,0,0
5253,0,0
5254,0,0
5255,1,0
5257,0,0
5260,0,0
5261,0,0
5262,0,0
5301,0,0
5340,0,0
5341,0,0
5342,0,0
5343,0,0
5345,0,0
5346,0,0
5350,0,0
5352,0,0
5353,0,0
5354,0,0
5355,0,0
5356,0,0
5358,0,0
5359,0,0
5360,0,0
5361,0,0
5362,0,0
5363,0,0
5401,1,0
5403,1,0
5404,0,0
5405,0,0
5408,0,0
5439,0,0
5440,0,0
5441,0,0
5442,0,0
5443,0,0
5444,0,0
5445,0,0
5446,0,0
5447,0,0
5448,0,0
5450,0,0
5452,0,0
5454,0,0
5455,0,0
5456,0,0
5457,0,0
5458,0,0
5459,0,0
5461,0,0
5462,0,0
5463,0,0
5464,0,0
5465,0,0
5468,0,0
5471,0,0
5472,0,0
5473,0,0
5474,0,0
5476,0,0
5477,0,0
5478,0,0
5481,0,0
5482,0,0
5483,0,0
5485,0,0
5486,0,0
5487,0,0
5488,0,0
5489,0,0
5491,0,0
5492,0,0
5494,0,0
5495,0,0
5602,0,0
5640,0,0
5641,1,0
5647,0,0
5648,0,0
5649,0,0
5650,0,0
5651,0,0
5652,0,0
5653,0,0
5654,0,0
5655,0,0
5656,0,0
5657,0,0
5658,0,0
5660,0,0
5661,0,0
5663,0,0
5664,0,0
5667,0,0
5669,0,0
5672,0,0
5673,0,0
5674,0,0
5675,0,0
5676,0,0
5677,0,0
5678,0,0
5679,0,0
5680,0,0
5681,0,0
5682,0,0
5701,0,0
5730,0,0
5732,0,0
5733,0,0
5734,0,0
5735,0,0
5736,0,0
5737,0,0
5738,0,0
5739,0,0
5740,0,0
5742,0,0
5743,0,0
5744,0,0
5747,0,0
5748,0,0
5751,0,0
5753,0,0
5757,0,0
5758,0,0
5759,0,0
5760,0,0
5761,0,0
5762,0,0
5763,0,0
5764,0,0
5765,0,0
5766,0,0
5767,0,0
5769,0,0
5770,0,0
5772,0,0
5773,0,0
5774,0,0
5775,0,0
5776,0,0
5777,0,0
5778,0,0
5819,0,0
5820,0,0
5821,0,0
5822,0,0
5824,0,0
5825,0,0
5826,0,0
5827,0,0
5828,0,0
5829,0,0
5830,0,0
5832,0,0
5833,0,0
5836,0,0
5837,0,0
5839,0,0
5841,0,0
5842,0,0
5843,0,0
5845,0,0
5846,0,0
5847,0,0
5850,0,0
5851,0,0
5853,0,0
5855,0,0
5857,0,0
5858,0,0
5859,0,0
5860,0,0
5862,0,0
5866,0,0
5867,0,0
5868,0,0
5871,0,0
5872,0,0
5873,0,0
5874,0,0
5875,0,0
5901,0,0
5902,0,0
5903,0,0
5904,0,0
5905,0,0
5906,0,0
5907,0,0
6001,0,0
6002,0,0
6010,0,0
6013,0,0
6016,0,0
6018,0,0
6019,0,0
6020,0,0
6021,0,0
6022,0,0
6023,0,0
6024,0,0
6026,0,0
6027,0,0
6029,0,0
6031,0,0
6032,1,0
6033,0,0
6035,0,0
6037,0,0
6039,0,0
6040,0,0
6042,1,0
6043,0,0
6051,0,0
6052,0,0
6053,3,0
6057,0,0
6058,0,0
6059,0,0
6060,0,0
6061,0,0
6062,0,0
6063,0,0
6065,0,0
6066,1,0
6067,0,0
6068,0,0
6069,0,0
6070,0,0
6071,0,0
6073,0,0
6074,0,0
6076,0,0
6078,0,0
6081,0,0
6082,1,0
6084,0,0
6085,0,0
6088,0,0
6089,0,0
6090,0,0
6091,0,0
6092,0,0
6093,0,0
6095,0,0
6096,0,0
6098,0,0
6103,0,0
6105,0,0
6106,1,0
6107,0,0
6108,0,0
6109,0,0
6110,1,0
6111,0,0
6112,0,0
6114,0,0
6117,1,0
6118,0,0
6119,0,0
6120,0,0
6160,0,0
6226,0,0
6231,0,0
6232,0,0
6234,0,0
6235,0,0
6237,0,0
6238,0,0
6239,0,0
6241,0,0
6242,0,0
6243,0,0
6247,0,0
6248,0,0
6249,0,0
6250,0,0
6254,0,0
6255,0,0
6256,0,0
6259,0,0
6260,0,0
6262,0,0
6263,0,0
6264,0,0
6266,0,0
6268,1,0
6269,0,0
6277,0,0
6278,0,0
6279,0,0
6280,0,0
6281,0,0
6282,0,0
6320,0,0
6330,0,0
6331,0,0
6332,0,0
6333,2,0
6334,0,0
6335,0,0
6336,0,0
6339,0,0
6340,1,0
6350,0,0
6351,0,0
6353,1,0
6354,0,0
6355,0,0
6357,0,0
6359,0,0
6360,1,0
6365,0,0
6370,0,0
6371,0,0
6373,0,0
6374,0,0
6375,0,0
6376,0,0
6377,0,0
6378,0,0
6379,0,0
6380,0,0
6382,0,0
6384,0,0
6385,1,0
6387,0,0
6389,0,0
6390,0,0
6401,0,0
6403,0,0
6405,0,0
6409,0,0
6410,0,0
6412,0,0
6413,0,0
6414,0,0
6415,1,0
6416,0,0
6417,0,0
6418,0,0
6419,0,0
6420,0,0
6422,0,0
6423,0,0
6424,0,0
6426,0,0
6437,0,0
6438,0,0
6441,0,0
6442,0,0
6443,0,0
6444,0,0
6447,0,0
6450,0,0
6451,0,0
6455,0,0
6456,0,0
6457,0,0
6460,1,0
6461,0,0
6467,0,0
6468,0,0
6469,0,0
6470,0,0
6471,0,0
6472,0,0
6473,0,0
6475,0,0
6477,0,0
6478,1,0
6479,0,0
6480,0,0
6481,0,0
6482,0,0
6483,0,0
6484,0,0
6488,0,0
6489,0,0
6492,1,0
6498,0,0
6510,0,0
6511,0,0
6512,0,0
6513,0,0
6514,0,0
6515,0,0
6516,0,0
6517,0,0
6518,0,0
6519,0,0
6524,0,0
6525,0,0
6604,0,0
6605,0,0
6606,0,0
6607,0,0
6608,1,0
6610,0,0
6611,1,0
6612,0,0
6614,0,0
6615,0,0
6702,0,0
6704,0,0
6705,0,0
6706,0,0
6708,1,0
6710,0,0
6712,0,0
6716,0,0
6750,0,0
6751,0,0
6752,0,0
6754,0,0
6755,0,0
6756,0,0
6757,0,0
6758,0,0
6759,0,0
6762,0,0
6763,0,0
6770,0,0
6776,0,0
6777,0,0
6778,0,0
6779,0,0
6782,0,0
6783,0,0
6784,0,0
6785,0,0
6786,0,0
6787,0,0
6790,1,0
6791,0,0
6793,0,0
6794,0,0
6795,0,0
6796,0,0
6798,0,0
6801,0,0
6804,0,0
6807,1,0
6810,2,0
6811,0,0
6812,0,0
6820,0,0
6824,1,0
6825,0,0
6830,0,0
6831,0,0
6840,0,0
6850,0,0
6851,0,0
6853,0,0
6854,1,0
6855,0,0
6856,0,0
6870,0,0
6877,0,0
6878,0,0
6880,1,0
6883,0,0
6890,0,0
6896,0,0
6897,0,0
6901,1,0
6902,0,0
6903,0,0
6905,0,0
6906,0,0
6907,0,0
7001,0,0
7002,0,0
7003,0,0
7004,1,0
7005,1,0
7006,0,0
7008,0,0
7009,0,0
7010,0,0
7011,0,0
7012,0,0
7013,0,0
7014,1,0
7016,2,0
7017,0,0
7018,0,0
7020,1,0
7021,0,0
7022,0,0
7023,0,0
7024,2,0
7026,0,0
7027,0,0
7028,0,0
7029,0,0
7030,0,0
7031,0,0
7032,0,0
7033,1,0
7034,0,0
7035,0,0
7036,0,0
7039,0,0
7040,0,0
7041,1,0
7042,0,0
7043,0,0
7044,0,0
7045,0,0
7046,0,0
7047,1,0
7050,0,0
7052,0,0
7054,0,0
7055,0,0
7057,0,0
7058,0,0
7059,1,0
7060,0,0
7062,0,0
7063,0,0
7064,0,0
7065,0,0
7066,0,0
